Algoritmo;Precision;F1_Score;Latencia_Media;Verdaderos_Positivos_TP;Falsos_Positivos_FP;Falsos_Negativos_FN
Z-Score_Termico;34.55%;0.3838;0.0 seg;19;36;25
EWMA_Termico;0.00%;0.0000;0.0 seg;0;20;44
Logica_Difusa_Fugas;100.00%;0.2857;0.0 seg;8;0;40
Z-Score_Termico;34.55%;0.3838;0.0 seg;19;36;25
EWMA_Termico;0.00%;0.0000;0.0 seg;0;20;44
Z-Score_Termico;34.55%;0.3838;0.0 seg;19;36;25
EWMA_Termico;0.00%;0.0000;0.0 seg;0;20;44
Logica_Difusa_Fugas;100.00%;0.3103;0.0 seg;9;0;40
Z-Score_Termico;34.55%;0.3838;0.0 seg;19;36;25
EWMA_Termico;0.00%;0.0000;0.0 seg;0;20;44
Logica_Difusa_Fugas;100.00%;0.3103;0.0 seg;9;0;40
Z-Score_Termico;34.55%;0.3838;0.0 seg;19;36;25
EWMA_Termico;0.00%;0.0000;0.0 seg;0;20;44
Z-Score_Termico;34.55%;0.3838;0.0 seg;19;36;25
EWMA_Termico;0.00%;0.0000;0.0 seg;0;20;44
Logica_Difusa_Fugas;100.00%;0.3103;0.0 seg;9;0;40
Z-Score_Termico;34.55%;0.3838;0.0 seg;19;36;25
EWMA_Termico;0.00%;0.0000;0.0 seg;0;20;44
Logica_Difusa_Fugas;100.00%;0.3103;0.0 seg;9;0;40
Z-Score_Termico;34.55%;0.3838;0.0 seg;19;36;25
EWMA_Termico;0.00%;0.0000;0.0 seg;0;20;44
Z-Score_Termico;34.55%;0.3838;0.0 seg;19;36;25
EWMA_Termico;0.00%;0.0000;0.0 seg;0;20;44
Logica_Difusa_Fugas;100.00%;0.3103;0.0 seg;9;0;40
Z-Score_Termico;34.55%;0.3838;0.0 seg;19;36;25
EWMA_Termico;0.00%;0.0000;0.0 seg;0;20;44
Logica_Difusa_Fugas;100.00%;0.3103;0.0 seg;9;0;40
Z-Score_Termico;34.55%;0.3838;0.0 seg;19;36;25
EWMA_Termico;0.00%;0.0000;0.0 seg;0;20;44
Z-Score_Termico;34.55%;0.3838;0.0 seg;19;36;25
EWMA_Termico;0.00%;0.0000;0.0 seg;0;20;44
Logica_Difusa_Fugas;100.00%;0.3103;0.0 seg;9;0;40
Z-Score_Termico;34.55%;0.3838;0.0 seg;19;36;25
EWMA_Termico;0.00%;0.0000;0.0 seg;0;20;44
Logica_Difusa_Fugas;100.00%;0.3103;0.0 seg;9;0;40
Z-Score_Termico;34.55%;0.3838;0.0 seg;19;36;25
EWMA_Termico;0.00%;0.0000;0.0 seg;0;20;44
Z-Score_Termico;34.55%;0.3838;0.0 seg;19;36;25
EWMA_Termico;0.00%;0.0000;0.0 seg;0;20;44
Logica_Difusa_Fugas;100.00%;0.3103;0.0 seg;9;0;40
Z-Score_Termico;34.55%;0.3838;0.0 seg;19;36;25
EWMA_Termico;0.00%;0.0000;0.0 seg;0;20;44
Logica_Difusa_Fugas;100.00%;0.3103;0.0 seg;9;0;40
Z-Score_Termico;34.55%;0.3838;0.0 seg;19;36;25
EWMA_Termico;0.00%;0.0000;0.0 seg;0;20;44
Z-Score_Termico;34.55%;0.3838;0.0 seg;19;36;25
EWMA_Termico;0.00%;0.0000;0.0 seg;0;20;44
Logica_Difusa_Fugas;100.00%;0.3103;0.0 seg;9;0;40
Z-Score_Termico;34.55%;0.3838;0.0 seg;19;36;25
EWMA_Termico;0.00%;0.0000;0.0 seg;0;20;44
Logica_Difusa_Fugas;100.00%;0.3103;0.0 seg;9;0;40
Z-Score_Termico;34.55%;0.3838;0.0 seg;19;36;25
EWMA_Termico;0.00%;0.0000;0.0 seg;0;20;44
Z-Score_Termico;34.55%;0.3838;0.0 seg;19;36;25
EWMA_Termico;0.00%;0.0000;0.0 seg;0;20;44
Logica_Difusa_Fugas;100.00%;0.3103;0.0 seg;9;0;40
Z-Score_Termico;34.55%;0.3838;0.0 seg;19;36;25
EWMA_Termico;0.00%;0.0000;0.0 seg;0;20;44
Logica_Difusa_Fugas;100.00%;0.3103;0.0 seg;9;0;40
Z-Score_Termico;34.55%;0.3838;0.0 seg;19;36;25
EWMA_Termico;0.00%;0.0000;0.0 seg;0;20;44
Z-Score_Termico;34.55%;0.3838;0.0 seg;19;36;25
EWMA_Termico;0.00%;0.0000;0.0 seg;0;20;44
Logica_Difusa_Fugas;100.00%;0.3103;0.0 seg;9;0;40
Z-Score_Termico;34.55%;0.3838;0.0 seg;19;36;25
EWMA_Termico;0.00%;0.0000;0.0 seg;0;20;44
Logica_Difusa_Fugas;100.00%;0.3103;0.0 seg;9;0;40
Z-Score_Termico;34.55%;0.3838;0.0 seg;19;36;25
EWMA_Termico;0.00%;0.0000;0.0 seg;0;20;44
Z-Score_Termico;34.55%;0.3838;0.0 seg;19;36;25
EWMA_Termico;0.00%;0.0000;0.0 seg;0;20;44
Logica_Difusa_Fugas;100.00%;0.3103;0.0 seg;9;0;40
Z-Score_Termico;34.55%;0.3838;0.0 seg;19;36;25
EWMA_Termico;0.00%;0.0000;0.0 seg;0;20;44
Logica_Difusa_Fugas;100.00%;0.3103;0.0 seg;9;0;40
Z-Score_Termico;34.55%;0.3838;0.0 seg;19;36;25
EWMA_Termico;0.00%;0.0000;0.0 seg;0;20;44
Z-Score_Termico;34.55%;0.3838;0.0 seg;19;36;25
EWMA_Termico;0.00%;0.0000;0.0 seg;0;20;44
Logica_Difusa_Fugas;100.00%;0.3103;0.0 seg;9;0;40
Z-Score_Termico;34.55%;0.3838;0.0 seg;19;36;25
EWMA_Termico;0.00%;0.0000;0.0 seg;0;20;44
Logica_Difusa_Fugas;100.00%;0.3103;0.0 seg;9;0;40
Z-Score_Termico;33.93%;0.3800;0.0 seg;19;37;25
EWMA_Termico;0.00%;0.0000;0.0 seg;0;20;44
Z-Score_Termico;33.93%;0.3800;0.0 seg;19;37;25
EWMA_Termico;0.00%;0.0000;0.0 seg;0;20;44
Logica_Difusa_Fugas;100.00%;0.3103;0.0 seg;9;0;40
Z-Score_Termico;33.33%;0.3762;0.0 seg;19;38;25
EWMA_Termico;0.00%;0.0000;0.0 seg;0;20;44
Logica_Difusa_Fugas;100.00%;0.3103;0.0 seg;9;0;40
Z-Score_Termico;32.76%;0.3725;0.0 seg;19;39;25
EWMA_Termico;0.00%;0.0000;0.0 seg;0;20;44
Z-Score_Termico;32.20%;0.3689;0.0 seg;19;40;25
EWMA_Termico;0.00%;0.0000;0.0 seg;0;20;44
Logica_Difusa_Fugas;100.00%;0.3103;0.0 seg;9;0;40
Z-Score_Termico;33.33%;0.3810;0.0 seg;20;40;25
EWMA_Termico;0.00%;0.0000;0.0 seg;0;20;45
Logica_Difusa_Fugas;100.00%;0.3103;0.0 seg;9;0;40
Z-Score_Termico;33.33%;0.3810;0.0 seg;20;40;25
EWMA_Termico;0.00%;0.0000;0.0 seg;0;20;45
Z-Score_Termico;32.79%;0.3774;0.0 seg;20;41;25
EWMA_Termico;0.00%;0.0000;0.0 seg;0;20;45
Logica_Difusa_Fugas;100.00%;0.3103;0.0 seg;9;0;40
Z-Score_Termico;32.79%;0.3774;0.0 seg;20;41;25
EWMA_Termico;0.00%;0.0000;0.0 seg;0;20;45
Logica_Difusa_Fugas;100.00%;0.3103;0.0 seg;9;0;40
Z-Score_Termico;32.79%;0.3774;0.0 seg;20;41;25
EWMA_Termico;0.00%;0.0000;0.0 seg;0;20;45
Z-Score_Termico;32.79%;0.3774;0.0 seg;20;41;25
EWMA_Termico;0.00%;0.0000;0.0 seg;0;20;45
Logica_Difusa_Fugas;100.00%;0.3103;0.0 seg;9;0;40
Z-Score_Termico;32.79%;0.3774;0.0 seg;20;41;25
EWMA_Termico;0.00%;0.0000;0.0 seg;0;20;45
Logica_Difusa_Fugas;100.00%;0.3103;0.0 seg;9;0;40
Z-Score_Termico;32.79%;0.3774;0.0 seg;20;41;25
EWMA_Termico;0.00%;0.0000;0.0 seg;0;20;45
Z-Score_Termico;32.79%;0.3774;0.0 seg;20;41;25
EWMA_Termico;0.00%;0.0000;0.0 seg;0;20;45
Logica_Difusa_Fugas;100.00%;0.3103;0.0 seg;9;0;40
Z-Score_Termico;32.79%;0.3774;0.0 seg;20;41;25
EWMA_Termico;0.00%;0.0000;0.0 seg;0;20;45
Logica_Difusa_Fugas;100.00%;0.3103;0.0 seg;9;0;40
Z-Score_Termico;32.79%;0.3774;0.0 seg;20;41;25
EWMA_Termico;0.00%;0.0000;0.0 seg;0;20;45
Z-Score_Termico;32.79%;0.3774;0.0 seg;20;41;25
EWMA_Termico;0.00%;0.0000;0.0 seg;0;20;45
Logica_Difusa_Fugas;100.00%;0.3103;0.0 seg;9;0;40
Z-Score_Termico;32.79%;0.3774;0.0 seg;20;41;25
EWMA_Termico;0.00%;0.0000;0.0 seg;0;20;45
Logica_Difusa_Fugas;100.00%;0.3103;0.0 seg;9;0;40
Z-Score_Termico;32.79%;0.3774;0.0 seg;20;41;25
EWMA_Termico;0.00%;0.0000;0.0 seg;0;20;45
Z-Score_Termico;32.79%;0.3774;0.0 seg;20;41;25
EWMA_Termico;0.00%;0.0000;0.0 seg;0;20;45
Logica_Difusa_Fugas;100.00%;0.3103;0.0 seg;9;0;40
Z-Score_Termico;32.79%;0.3774;0.0 seg;20;41;25
EWMA_Termico;0.00%;0.0000;0.0 seg;0;20;45
Logica_Difusa_Fugas;100.00%;0.3103;0.0 seg;9;0;40
Z-Score_Termico;32.79%;0.3774;0.0 seg;20;41;25
EWMA_Termico;0.00%;0.0000;0.0 seg;0;20;45
Z-Score_Termico;32.79%;0.3774;0.0 seg;20;41;25
EWMA_Termico;0.00%;0.0000;0.0 seg;0;20;45
Logica_Difusa_Fugas;100.00%;0.3103;0.0 seg;9;0;40
Z-Score_Termico;32.79%;0.3774;0.0 seg;20;41;25
EWMA_Termico;0.00%;0.0000;0.0 seg;0;20;45
Logica_Difusa_Fugas;100.00%;0.3103;0.0 seg;9;0;40
Z-Score_Termico;32.79%;0.3774;0.0 seg;20;41;25
EWMA_Termico;0.00%;0.0000;0.0 seg;0;20;45
Z-Score_Termico;33.87%;0.3889;0.0 seg;21;41;25
EWMA_Termico;0.00%;0.0000;0.0 seg;0;20;46
Logica_Difusa_Fugas;100.00%;0.3103;0.0 seg;9;0;40
Z-Score_Termico;33.87%;0.3889;0.0 seg;21;41;25
EWMA_Termico;0.00%;0.0000;0.0 seg;0;20;46
Logica_Difusa_Fugas;100.00%;0.3103;0.0 seg;9;0;40
Z-Score_Termico;33.87%;0.3889;0.0 seg;21;41;25
EWMA_Termico;0.00%;0.0000;0.0 seg;0;20;46
Z-Score_Termico;33.87%;0.3889;0.0 seg;21;41;25
EWMA_Termico;0.00%;0.0000;0.0 seg;0;20;46
Logica_Difusa_Fugas;100.00%;0.3333;0.0 seg;10;0;40
Z-Score_Termico;33.87%;0.3889;0.0 seg;21;41;25
EWMA_Termico;0.00%;0.0000;0.0 seg;0;20;46
Logica_Difusa_Fugas;100.00%;0.3333;0.0 seg;10;0;40
Z-Score_Termico;33.87%;0.3889;0.0 seg;21;41;25
EWMA_Termico;0.00%;0.0000;0.0 seg;0;20;46
Z-Score_Termico;33.87%;0.3889;0.0 seg;21;41;25
EWMA_Termico;0.00%;0.0000;0.0 seg;0;20;46
Logica_Difusa_Fugas;100.00%;0.3333;0.0 seg;10;0;40
Z-Score_Termico;33.87%;0.3889;0.0 seg;21;41;25
EWMA_Termico;0.00%;0.0000;0.0 seg;0;20;46
Logica_Difusa_Fugas;100.00%;0.3333;0.0 seg;10;0;40
Z-Score_Termico;33.87%;0.3889;0.0 seg;21;41;25
EWMA_Termico;0.00%;0.0000;0.0 seg;0;20;46
Z-Score_Termico;33.87%;0.3889;0.0 seg;21;41;25
EWMA_Termico;0.00%;0.0000;0.0 seg;0;20;46
Logica_Difusa_Fugas;100.00%;0.3333;0.0 seg;10;0;40
Z-Score_Termico;33.87%;0.3889;0.0 seg;21;41;25
EWMA_Termico;0.00%;0.0000;0.0 seg;0;20;46
Logica_Difusa_Fugas;100.00%;0.3333;0.0 seg;10;0;40
Z-Score_Termico;33.87%;0.3889;0.0 seg;21;41;25
EWMA_Termico;0.00%;0.0000;0.0 seg;0;20;46
Z-Score_Termico;33.87%;0.3889;0.0 seg;21;41;25
EWMA_Termico;0.00%;0.0000;0.0 seg;0;20;46
Logica_Difusa_Fugas;100.00%;0.3333;0.0 seg;10;0;40
Z-Score_Termico;33.87%;0.3889;0.0 seg;21;41;25
EWMA_Termico;0.00%;0.0000;0.0 seg;0;20;46
Logica_Difusa_Fugas;100.00%;0.3333;0.0 seg;10;0;40
Z-Score_Termico;33.87%;0.3889;0.0 seg;21;41;25
EWMA_Termico;0.00%;0.0000;0.0 seg;0;20;46
Z-Score_Termico;33.87%;0.3889;0.0 seg;21;41;25
EWMA_Termico;0.00%;0.0000;0.0 seg;0;20;46
Logica_Difusa_Fugas;100.00%;0.3333;0.0 seg;10;0;40
Z-Score_Termico;33.87%;0.3889;0.0 seg;21;41;25
EWMA_Termico;0.00%;0.0000;0.0 seg;0;20;46
Logica_Difusa_Fugas;100.00%;0.3333;0.0 seg;10;0;40
Z-Score_Termico;33.87%;0.3889;0.0 seg;21;41;25
EWMA_Termico;0.00%;0.0000;0.0 seg;0;20;46
Z-Score_Termico;33.87%;0.3889;0.0 seg;21;41;25
EWMA_Termico;0.00%;0.0000;0.0 seg;0;20;46
Logica_Difusa_Fugas;100.00%;0.3333;0.0 seg;10;0;40
Z-Score_Termico;33.87%;0.3889;0.0 seg;21;41;25
EWMA_Termico;0.00%;0.0000;0.0 seg;0;20;46
Logica_Difusa_Fugas;100.00%;0.3333;0.0 seg;10;0;40
Z-Score_Termico;33.87%;0.3889;0.0 seg;21;41;25
EWMA_Termico;0.00%;0.0000;0.0 seg;0;20;46
Z-Score_Termico;33.87%;0.3889;0.0 seg;21;41;25
EWMA_Termico;0.00%;0.0000;0.0 seg;0;20;46
Logica_Difusa_Fugas;100.00%;0.3333;0.0 seg;10;0;40
Z-Score_Termico;33.87%;0.3889;0.0 seg;21;41;25
EWMA_Termico;0.00%;0.0000;0.0 seg;0;20;46
Logica_Difusa_Fugas;100.00%;0.3333;0.0 seg;10;0;40
Z-Score_Termico;33.87%;0.3889;0.0 seg;21;41;25
EWMA_Termico;0.00%;0.0000;0.0 seg;0;20;46
Z-Score_Termico;33.87%;0.3889;0.0 seg;21;41;25
EWMA_Termico;0.00%;0.0000;0.0 seg;0;20;46
Logica_Difusa_Fugas;100.00%;0.3333;0.0 seg;10;0;40
Z-Score_Termico;33.87%;0.3889;0.0 seg;21;41;25
EWMA_Termico;0.00%;0.0000;0.0 seg;0;20;46
Logica_Difusa_Fugas;100.00%;0.3333;0.0 seg;10;0;40
Z-Score_Termico;33.87%;0.3889;0.0 seg;21;41;25
EWMA_Termico;0.00%;0.0000;0.0 seg;0;20;46
Z-Score_Termico;33.87%;0.3889;0.0 seg;21;41;25
EWMA_Termico;0.00%;0.0000;0.0 seg;0;20;46
Logica_Difusa_Fugas;100.00%;0.3333;0.0 seg;10;0;40
Z-Score_Termico;33.87%;0.3889;0.0 seg;21;41;25
EWMA_Termico;0.00%;0.0000;0.0 seg;0;20;46
Logica_Difusa_Fugas;100.00%;0.3333;0.0 seg;10;0;40
Z-Score_Termico;33.87%;0.3889;0.0 seg;21;41;25
EWMA_Termico;0.00%;0.0000;0.0 seg;0;20;46
Z-Score_Termico;33.87%;0.3889;0.0 seg;21;41;25
EWMA_Termico;0.00%;0.0000;0.0 seg;0;20;46
Logica_Difusa_Fugas;100.00%;0.3333;0.0 seg;10;0;40
Z-Score_Termico;33.87%;0.3889;0.0 seg;21;41;25
EWMA_Termico;0.00%;0.0000;0.0 seg;0;20;46
Logica_Difusa_Fugas;100.00%;0.3333;0.0 seg;10;0;40
Z-Score_Termico;33.87%;0.3889;0.0 seg;21;41;25
EWMA_Termico;0.00%;0.0000;0.0 seg;0;20;46
Z-Score_Termico;33.87%;0.3889;0.0 seg;21;41;25
EWMA_Termico;0.00%;0.0000;0.0 seg;0;20;46
Logica_Difusa_Fugas;100.00%;0.3333;0.0 seg;10;0;40
Z-Score_Termico;33.87%;0.3889;0.0 seg;21;41;25
EWMA_Termico;0.00%;0.0000;0.0 seg;0;20;46
Logica_Difusa_Fugas;100.00%;0.3333;0.0 seg;10;0;40
Z-Score_Termico;33.87%;0.3889;0.0 seg;21;41;25
EWMA_Termico;0.00%;0.0000;0.0 seg;0;20;46
Z-Score_Termico;33.87%;0.3889;0.0 seg;21;41;25
EWMA_Termico;0.00%;0.0000;0.0 seg;0;20;46
Logica_Difusa_Fugas;100.00%;0.3333;0.0 seg;10;0;40
Z-Score_Termico;33.87%;0.3889;0.0 seg;21;41;25
EWMA_Termico;0.00%;0.0000;0.0 seg;0;20;46
Logica_Difusa_Fugas;100.00%;0.3333;0.0 seg;10;0;40
Z-Score_Termico;33.87%;0.3889;0.0 seg;21;41;25
EWMA_Termico;0.00%;0.0000;0.0 seg;0;20;46
Z-Score_Termico;33.87%;0.3889;0.0 seg;21;41;25
EWMA_Termico;0.00%;0.0000;0.0 seg;0;20;46
Logica_Difusa_Fugas;100.00%;0.3333;0.0 seg;10;0;40
Z-Score_Termico;33.87%;0.3889;0.0 seg;21;41;25
EWMA_Termico;0.00%;0.0000;0.0 seg;0;20;46
Logica_Difusa_Fugas;100.00%;0.3333;0.0 seg;10;0;40
Z-Score_Termico;33.87%;0.3889;0.0 seg;21;41;25
EWMA_Termico;0.00%;0.0000;0.0 seg;0;20;46
Z-Score_Termico;33.87%;0.3889;0.0 seg;21;41;25
EWMA_Termico;0.00%;0.0000;0.0 seg;0;20;46
Logica_Difusa_Fugas;100.00%;0.3333;0.0 seg;10;0;40
Z-Score_Termico;33.87%;0.3889;0.0 seg;21;41;25
EWMA_Termico;0.00%;0.0000;0.0 seg;0;20;46
Logica_Difusa_Fugas;100.00%;0.3333;0.0 seg;10;0;40
Z-Score_Termico;33.87%;0.3889;0.0 seg;21;41;25
EWMA_Termico;0.00%;0.0000;0.0 seg;0;20;46
Z-Score_Termico;33.87%;0.3889;0.0 seg;21;41;25
EWMA_Termico;0.00%;0.0000;0.0 seg;0;20;46
Logica_Difusa_Fugas;100.00%;0.3333;0.0 seg;10;0;40
Z-Score_Termico;33.87%;0.3889;0.0 seg;21;41;25
EWMA_Termico;0.00%;0.0000;0.0 seg;0;20;46
Logica_Difusa_Fugas;100.00%;0.3333;0.0 seg;10;0;40
Z-Score_Termico;33.87%;0.3889;0.0 seg;21;41;25
EWMA_Termico;0.00%;0.0000;0.0 seg;0;20;46
Z-Score_Termico;33.87%;0.3889;0.0 seg;21;41;25
EWMA_Termico;0.00%;0.0000;0.0 seg;0;20;46
Logica_Difusa_Fugas;100.00%;0.3333;0.0 seg;10;0;40
Z-Score_Termico;33.87%;0.3889;0.0 seg;21;41;25
EWMA_Termico;0.00%;0.0000;0.0 seg;0;20;46
Logica_Difusa_Fugas;100.00%;0.3333;0.0 seg;10;0;40
Z-Score_Termico;33.87%;0.3889;0.0 seg;21;41;25
EWMA_Termico;0.00%;0.0000;0.0 seg;0;20;46
Z-Score_Termico;33.87%;0.3889;0.0 seg;21;41;25
EWMA_Termico;0.00%;0.0000;0.0 seg;0;20;46
Logica_Difusa_Fugas;100.00%;0.3333;0.0 seg;10;0;40
Z-Score_Termico;33.87%;0.3889;0.0 seg;21;41;25
EWMA_Termico;0.00%;0.0000;0.0 seg;0;20;46
Logica_Difusa_Fugas;100.00%;0.3333;0.0 seg;10;0;40
Z-Score_Termico;33.87%;0.3889;0.0 seg;21;41;25
EWMA_Termico;0.00%;0.0000;0.0 seg;0;20;46
Z-Score_Termico;33.87%;0.3889;0.0 seg;21;41;25
EWMA_Termico;0.00%;0.0000;0.0 seg;0;20;46
Logica_Difusa_Fugas;100.00%;0.3548;0.0 seg;11;0;40
Z-Score_Termico;33.87%;0.3889;0.0 seg;21;41;25
EWMA_Termico;0.00%;0.0000;0.0 seg;0;20;46
Logica_Difusa_Fugas;100.00%;0.3548;0.0 seg;11;0;40
Z-Score_Termico;33.87%;0.3889;0.0 seg;21;41;25
EWMA_Termico;0.00%;0.0000;0.0 seg;0;20;46
Z-Score_Termico;33.87%;0.3889;0.0 seg;21;41;25
EWMA_Termico;0.00%;0.0000;0.0 seg;0;20;46
Logica_Difusa_Fugas;100.00%;0.3548;0.0 seg;11;0;40
Z-Score_Termico;33.87%;0.3889;0.0 seg;21;41;25
EWMA_Termico;0.00%;0.0000;0.0 seg;0;20;46
Logica_Difusa_Fugas;100.00%;0.3548;0.0 seg;11;0;40
Z-Score_Termico;33.87%;0.3889;0.0 seg;21;41;25
EWMA_Termico;0.00%;0.0000;0.0 seg;0;20;46
Z-Score_Termico;33.87%;0.3889;0.0 seg;21;41;25
EWMA_Termico;0.00%;0.0000;0.0 seg;0;20;46
Logica_Difusa_Fugas;100.00%;0.3548;0.0 seg;11;0;40
Z-Score_Termico;33.87%;0.3889;0.0 seg;21;41;25
EWMA_Termico;0.00%;0.0000;0.0 seg;0;20;46
Logica_Difusa_Fugas;100.00%;0.3548;0.0 seg;11;0;40
Z-Score_Termico;33.87%;0.3889;0.0 seg;21;41;25
EWMA_Termico;0.00%;0.0000;0.0 seg;0;20;46
Z-Score_Termico;33.87%;0.3889;0.0 seg;21;41;25
EWMA_Termico;0.00%;0.0000;0.0 seg;0;20;46
Logica_Difusa_Fugas;100.00%;0.3548;0.0 seg;11;0;40
Z-Score_Termico;33.87%;0.3889;0.0 seg;21;41;25
EWMA_Termico;0.00%;0.0000;0.0 seg;0;20;46
Logica_Difusa_Fugas;100.00%;0.3548;0.0 seg;11;0;40
Z-Score_Termico;33.87%;0.3889;0.0 seg;21;41;25
EWMA_Termico;0.00%;0.0000;0.0 seg;0;20;46
Z-Score_Termico;33.87%;0.3889;0.0 seg;21;41;25
EWMA_Termico;0.00%;0.0000;0.0 seg;0;20;46
Logica_Difusa_Fugas;100.00%;0.3548;0.0 seg;11;0;40
Z-Score_Termico;33.87%;0.3889;0.0 seg;21;41;25
EWMA_Termico;0.00%;0.0000;0.0 seg;0;20;46
Logica_Difusa_Fugas;100.00%;0.3548;0.0 seg;11;0;40
Z-Score_Termico;33.87%;0.3889;0.0 seg;21;41;25
EWMA_Termico;0.00%;0.0000;0.0 seg;0;20;46
Z-Score_Termico;33.87%;0.3889;0.0 seg;21;41;25
EWMA_Termico;0.00%;0.0000;0.0 seg;0;20;46
Logica_Difusa_Fugas;100.00%;0.3548;0.0 seg;11;0;40
Z-Score_Termico;33.87%;0.3889;0.0 seg;21;41;25
EWMA_Termico;0.00%;0.0000;0.0 seg;0;20;46
Logica_Difusa_Fugas;100.00%;0.3548;0.0 seg;11;0;40
Z-Score_Termico;33.87%;0.3889;0.0 seg;21;41;25
EWMA_Termico;0.00%;0.0000;0.0 seg;0;20;46
Z-Score_Termico;33.87%;0.3889;0.0 seg;21;41;25
EWMA_Termico;0.00%;0.0000;0.0 seg;0;20;46
Logica_Difusa_Fugas;100.00%;0.3548;0.0 seg;11;0;40
Z-Score_Termico;33.87%;0.3889;0.0 seg;21;41;25
EWMA_Termico;0.00%;0.0000;0.0 seg;0;20;46
Logica_Difusa_Fugas;100.00%;0.3548;0.0 seg;11;0;40
Z-Score_Termico;33.87%;0.3889;0.0 seg;21;41;25
EWMA_Termico;0.00%;0.0000;0.0 seg;0;20;46
Z-Score_Termico;33.87%;0.3889;0.0 seg;21;41;25
EWMA_Termico;0.00%;0.0000;0.0 seg;0;20;46
Logica_Difusa_Fugas;100.00%;0.3548;0.0 seg;11;0;40
Z-Score_Termico;33.87%;0.3889;0.0 seg;21;41;25
EWMA_Termico;0.00%;0.0000;0.0 seg;0;20;46
Logica_Difusa_Fugas;100.00%;0.3548;0.0 seg;11;0;40
Z-Score_Termico;33.87%;0.3889;0.0 seg;21;41;25
EWMA_Termico;0.00%;0.0000;0.0 seg;0;20;46
Z-Score_Termico;33.87%;0.3889;0.0 seg;21;41;25
EWMA_Termico;0.00%;0.0000;0.0 seg;0;20;46
Logica_Difusa_Fugas;100.00%;0.3548;0.0 seg;11;0;40
Z-Score_Termico;33.87%;0.3889;0.0 seg;21;41;25
EWMA_Termico;0.00%;0.0000;0.0 seg;0;20;46
Logica_Difusa_Fugas;100.00%;0.3548;0.0 seg;11;0;40
Z-Score_Termico;33.87%;0.3889;0.0 seg;21;41;25
EWMA_Termico;0.00%;0.0000;0.0 seg;0;20;46
Z-Score_Termico;33.87%;0.3889;0.0 seg;21;41;25
EWMA_Termico;0.00%;0.0000;0.0 seg;0;20;46
Logica_Difusa_Fugas;100.00%;0.3548;0.0 seg;11;0;40
Z-Score_Termico;33.87%;0.3889;0.0 seg;21;41;25
EWMA_Termico;0.00%;0.0000;0.0 seg;0;20;46
Logica_Difusa_Fugas;100.00%;0.3548;0.0 seg;11;0;40
Z-Score_Termico;33.33%;0.3853;0.0 seg;21;42;25
EWMA_Termico;0.00%;0.0000;0.0 seg;0;20;46
Z-Score_Termico;32.81%;0.3818;0.0 seg;21;43;25
EWMA_Termico;0.00%;0.0000;0.0 seg;0;20;46
Logica_Difusa_Fugas;100.00%;0.3548;0.0 seg;11;0;40
Z-Score_Termico;32.31%;0.3784;0.0 seg;21;44;25
EWMA_Termico;0.00%;0.0000;0.0 seg;0;20;46
Logica_Difusa_Fugas;100.00%;0.3548;0.0 seg;11;0;40
Z-Score_Termico;31.82%;0.3750;0.0 seg;21;45;25
EWMA_Termico;0.00%;0.0000;0.0 seg;0;20;46
Z-Score_Termico;31.34%;0.3717;0.0 seg;21;46;25
EWMA_Termico;0.00%;0.0000;0.0 seg;0;20;46
Logica_Difusa_Fugas;100.00%;0.3548;0.0 seg;11;0;40
Z-Score_Termico;30.88%;0.3684;0.0 seg;21;47;25
EWMA_Termico;0.00%;0.0000;0.0 seg;0;20;46
Logica_Difusa_Fugas;100.00%;0.3548;0.0 seg;11;0;40
Z-Score_Termico;30.88%;0.3684;0.0 seg;21;47;25
EWMA_Termico;0.00%;0.0000;0.0 seg;0;20;46
Z-Score_Termico;30.43%;0.3652;0.0 seg;21;48;25
EWMA_Termico;0.00%;0.0000;0.0 seg;0;20;46
Logica_Difusa_Fugas;100.00%;0.3548;0.0 seg;11;0;40
Z-Score_Termico;30.00%;0.3621;0.0 seg;21;49;25
EWMA_Termico;0.00%;0.0000;0.0 seg;0;20;46
Logica_Difusa_Fugas;100.00%;0.3548;0.0 seg;11;0;40
Z-Score_Termico;30.00%;0.3621;0.0 seg;21;49;25
EWMA_Termico;0.00%;0.0000;0.0 seg;0;20;46
Z-Score_Termico;29.58%;0.3590;0.0 seg;21;50;25
EWMA_Termico;0.00%;0.0000;0.0 seg;0;20;46
Logica_Difusa_Fugas;100.00%;0.3548;0.0 seg;11;0;40
Z-Score_Termico;29.17%;0.3559;0.0 seg;21;51;25
EWMA_Termico;0.00%;0.0000;0.0 seg;0;20;46
Logica_Difusa_Fugas;100.00%;0.3548;0.0 seg;11;0;40
Z-Score_Termico;29.17%;0.3559;0.0 seg;21;51;25
EWMA_Termico;0.00%;0.0000;0.0 seg;0;20;46
Z-Score_Termico;29.17%;0.3559;0.0 seg;21;51;25
EWMA_Termico;0.00%;0.0000;0.0 seg;0;20;46
Logica_Difusa_Fugas;100.00%;0.3548;0.0 seg;11;0;40
Z-Score_Termico;29.17%;0.3559;0.0 seg;21;51;25
EWMA_Termico;0.00%;0.0000;0.0 seg;0;20;46
Logica_Difusa_Fugas;100.00%;0.3548;0.0 seg;11;0;40
Z-Score_Termico;28.77%;0.3529;0.0 seg;21;52;25
EWMA_Termico;0.00%;0.0000;0.0 seg;0;20;46
Z-Score_Termico;28.38%;0.3500;0.0 seg;21;53;25
